frequency (Hz),transfer function (arb. units),fit,Crest 1
63.84221,0.36785,0.19688,
63.86597,0.3674,0.19671,
63.88972,0.36691,0.19653,
63.91348,0.36641,0.19636,
63.93723,0.36588,0.19619,
63.96099,0.3653,0.19601,
63.98475,0.36473,0.19584,
64.0085,0.36419,0.19567,
64.03226,0.36372,0.1955,
64.05601,0.36334,0.19532,
64.07977,0.36307,0.19515,
64.10353,0.36289,0.19498,
64.12728,0.36276,0.19481,
64.15104,0.3626,0.19464,
64.17479,0.36235,0.19447,
64.19855,0.36194,0.1943,
64.22231,0.36135,0.19413,
64.24606,0.36061,0.19396,
64.26982,0.35977,0.19379,
64.29357,0.35888,0.19362,
64.31733,0.35798,0.19345,
64.34109,0.35711,0.19328,
64.36484,0.35631,0.19311,
64.3886,0.35558,0.19294,
64.41235,0.35491,0.19277,
64.43611,0.35428,0.1926,
64.45986,0.35373,0.19244,
64.48362,0.35328,0.19227,
64.50738,0.35296,0.1921,
64.53113,0.35282,0.19193,
64.55489,0.35282,0.19177,
64.57864,0.35297,0.1916,
64.6024,0.35327,0.19143,
64.62616,0.35369,0.19127,
64.64991,0.35421,0.1911,
64.67367,0.35477,0.19093,
64.69742,0.35527,0.19077,
64.72118,0.3556,0.1906,
64.74494,0.35569,0.19044,
64.76869,0.3555,0.19027,
64.79245,0.35507,0.19011,
64.8162,0.35445,0.18994,
64.83996,0.35378,0.18978,
64.86372,0.35315,0.18961,
64.88747,0.3527,0.18945,
64.91123,0.35245,0.18929,
64.93498,0.35244,0.18912,
64.95874,0.35265,0.18896,
64.9825,0.35305,0.1888,
65.00625,0.35358,0.18863,
65.03001,0.35416,0.18847,
65.05376,0.35475,0.18831,
65.07752,0.35533,0.18815,
65.10128,0.35589,0.18799,
65.12503,0.35644,0.18782,
65.14879,0.35698,0.18766,
65.17254,0.35751,0.1875,
65.1963,0.35803,0.18734,
65.22006,0.35846,0.18718,
65.24381,0.35874,0.18702,
65.26757,0.35882,0.18686,
65.29132,0.35871,0.1867,
65.31508,0.3584,0.18654,
65.33883,0.35793,0.18638,
65.36259,0.35737,0.18622,
65.38635,0.35676,0.18606,
65.4101,0.35615,0.1859,
65.43386,0.3556,0.18574,
65.45761,0.35513,0.18558,
65.48137,0.35471,0.18542,
65.50513,0.35435,0.18527,
65.52888,0.354,0.18511,
65.55264,0.35359,0.18495,
65.57639,0.35311,0.18479,
65.60015,0.35251,0.18464,
65.62391,0.35182,0.18448,
65.64766,0.35105,0.18432,
65.67142,0.35022,0.18417,
65.69517,0.34937,0.18401,
65.71893,0.34855,0.18385,
65.74269,0.34776,0.1837,
65.76644,0.347,0.18354,
65.7902,0.3463,0.18338,
65.81395,0.34566,0.18323,
65.83771,0.34504,0.18307,
65.86147,0.34442,0.18292,
65.88522,0.3438,0.18276,
65.90898,0.34314,0.18261,
65.93273,0.34244,0.18245,
65.95649,0.34168,0.1823,
65.98025,0.34081,0.18215,
66.004,0.33986,0.18199,
66.02776,0.3388,0.18184,
66.05151,0.33762,0.18169,
66.07527,0.33633,0.18153,
66.09902,0.33496,0.18138,
66.12278,0.33351,0.18123,
66.14654,0.33204,0.18107,
66.17029,0.33059,0.18092,
66.19405,0.32917,0.18077,
66.2178,0.32782,0.18062,
66.24156,0.32653,0.18046,
66.26532,0.32531,0.18031,
66.28907,0.32414,0.18016,
66.31283,0.32298,0.18001,
66.33658,0.32181,0.17986,
66.36034,0.32065,0.17971,
66.3841,0.31952,0.17956,
66.40785,0.31839,0.17941,
66.43161,0.31724,0.17926,
66.45536,0.31606,0.17911,
66.47912,0.31481,0.17896,
66.50288,0.31343,0.17881,
66.52663,0.31185,0.17866,
66.55039,0.31007,0.17851,
66.57414,0.30812,0.17836,
66.5979,0.30611,0.17821,
66.62166,0.30411,0.17806,
66.64541,0.30218,0.17791,
66.66917,0.30032,0.17777,
66.69292,0.2986,0.17762,
66.71668,0.29698,0.17747,
66.74044,0.29532,0.17732,
66.76419,0.29347,0.17717,
66.78795,0.29145,0.17703,
66.8117,0.28931,0.17688,
66.83546,0.28711,0.17673,
66.85921,0.28486,0.17659,
66.88297,0.2826,0.17644,
66.90673,0.28038,0.17629,
66.93048,0.27827,0.17615,
66.95424,0.27631,0.176,
66.97799,0.27445,0.17586,
67.00175,0.27258,0.17571,
67.02551,0.27065,0.17557,
67.04926,0.26866,0.17542,
67.07302,0.26663,0.17527,
67.09677,0.26455,0.17513,
67.12053,0.26241,0.17499,
67.14429,0.26018,0.17484,
67.16804,0.25787,0.1747,
67.1918,0.2555,0.17455,
67.21555,0.25314,0.17441,
67.23931,0.25087,0.17426,
67.26307,0.24876,0.17412,
67.28682,0.24689,0.17398,
67.31058,0.24534,0.17383,
67.33433,0.24415,0.17369,
67.35809,0.24335,0.17355,
67.38185,0.24285,0.17341,
67.4056,0.24254,0.17326,
67.42936,0.24227,0.17312,
67.45311,0.24197,0.17298,
67.47687,0.24156,0.17284,
67.50063,0.241,0.1727,
67.52438,0.24027,0.17255,
67.54814,0.23935,0.17241,
67.57189,0.23828,0.17227,
67.59565,0.23711,0.17213,
67.6194,0.23591,0.17199,
67.64316,0.23477,0.17185,
67.66692,0.23373,0.17171,
67.69067,0.23283,0.17157,
67.71443,0.23202,0.17143,
67.73818,0.23128,0.17129,
67.76194,0.23056,0.17115,
67.7857,0.22985,0.17101,
67.80945,0.22918,0.17087,
67.83321,0.22864,0.17073,
67.85696,0.2283,0.17059,
67.88072,0.22818,0.17045,
67.90448,0.22833,0.17032,
67.92823,0.22873,0.17018,
67.95199,0.2293,0.17004,
67.97574,0.22997,0.1699,
67.9995,0.23063,0.16976,
68.02326,0.23119,0.16962,
68.04701,0.23157,0.16949,
68.07077,0.23174,0.16935,
68.09452,0.2317,0.16921,
68.11828,0.23149,0.16908,
68.14204,0.23114,0.16894,
68.16579,0.23071,0.1688,
68.18955,0.23028,0.16867,
68.2133,0.22987,0.16853,
68.23706,0.22947,0.16839,
68.26082,0.22905,0.16826,
68.28457,0.22858,0.16812,
68.30833,0.22807,0.16799,
68.33208,0.22757,0.16785,
68.35584,0.22716,0.16771,
68.37959,0.22692,0.16758,
68.40335,0.22688,0.16744,
68.42711,0.22701,0.16731,
68.45086,0.22723,0.16718,
68.47462,0.22748,0.16704,
68.49837,0.22767,0.16691,
68.52213,0.22769,0.16677,
68.54589,0.22752,0.16664,
68.56964,0.22718,0.1665,
68.5934,0.22672,0.16637,
68.61715,0.22623,0.16624,
68.64091,0.22578,0.1661,
68.66467,0.22547,0.16597,
68.68842,0.22541,0.16584,
68.71218,0.22565,0.16571,
68.73593,0.22622,0.16557,
68.75969,0.22708,0.16544,
68.78345,0.22812,0.16531,
68.8072,0.22922,0.16518,
68.83096,0.23024,0.16504,
68.85471,0.2311,0.16491,
68.87847,0.23177,0.16478,
68.90223,0.23225,0.16465,
68.92598,0.23257,0.16452,
68.94974,0.23279,0.16439,
68.97349,0.23292,0.16426,
68.99725,0.23294,0.16412,
69.02101,0.23283,0.16399,
69.04476,0.23266,0.16386,
69.06852,0.23247,0.16373,
69.09227,0.23226,0.1636,
69.11603,0.23205,0.16347,
69.13978,0.23186,0.16334,
69.16354,0.23166,0.16321,
69.1873,0.23142,0.16308,
69.21105,0.23119,0.16295,
69.23481,0.23099,0.16283,
69.25856,0.23083,0.1627,
69.28232,0.23076,0.16257,
69.30608,0.23076,0.16244,
69.32983,0.23074,0.16231,
69.35359,0.23066,0.16218,
69.37734,0.23055,0.16205,
69.4011,0.23045,0.16193,
69.42486,0.23039,0.1618,
69.44861,0.23038,0.16167,
69.47237,0.23039,0.16154,
69.49612,0.23039,0.16142,
69.51988,0.23034,0.16129,
69.54364,0.23021,0.16116,
69.56739,0.22998,0.16103,
69.59115,0.22969,0.16091,
69.6149,0.22941,0.16078,
69.63866,0.22915,0.16065,
69.66242,0.22884,0.16053,
69.68617,0.22843,0.1604,
69.70993,0.22797,0.16028,
69.73368,0.22747,0.16015,
69.75744,0.22698,0.16002,
69.7812,0.22652,0.1599,
69.80495,0.22609,0.15977,
69.82871,0.22571,0.15965,
69.85246,0.22557,0.15952,
69.87622,0.22572,0.1594,
69.89997,0.2261,0.15927,
69.92373,0.22662,0.15915,
69.94749,0.2272,0.15902,
69.97124,0.22772,0.1589,
69.995,0.22812,0.15878,
70.01875,0.22835,0.15865,
70.04251,0.22836,0.15853,
70.06627,0.22814,0.1584,
70.09002,0.22781,0.15828,
70.11378,0.22752,0.15816,
70.13753,0.22733,0.15803,
70.16129,0.22721,0.15791,
70.18505,0.22717,0.15779,
70.2088,0.22723,0.15766,
70.23256,0.2274,0.15754,
70.25631,0.2277,0.15742,
70.28007,0.22813,0.1573,
70.30383,0.22864,0.15717,
70.32758,0.22917,0.15705,
70.35134,0.22975,0.15693,
70.37509,0.23031,0.15681,
70.39885,0.23084,0.15669,
70.42261,0.23127,0.15657,
70.44636,0.23154,0.15644,
70.47012,0.23154,0.15632,
70.49387,0.23134,0.1562,
70.51763,0.23104,0.15608,
70.54139,0.2307,0.15596,
70.56514,0.23037,0.15584,
70.5889,0.23008,0.15572,
70.61265,0.22989,0.1556,
70.63641,0.22988,0.15548,
70.66017,0.23008,0.15536,
70.68392,0.2305,0.15524,
70.70768,0.23111,0.15512,
70.73143,0.23189,0.155,
70.75519,0.23279,0.15488,
70.77894,0.23373,0.15476,
70.8027,0.23462,0.15464,
70.82646,0.23546,0.15452,
70.85021,0.23623,0.1544,
70.87397,0.23694,0.15428,
70.89772,0.23764,0.15417,
70.92148,0.23834,0.15405,
70.94524,0.23903,0.15393,
70.96899,0.23969,0.15381,
70.99275,0.2403,0.15369,
71.0165,0.24078,0.15358,
71.04026,0.24113,0.15346,
71.06402,0.24137,0.15334,
71.08777,0.24146,0.15322,
71.11153,0.24146,0.15311,
71.13528,0.24142,0.15299,
71.15904,0.24135,0.15287,
71.1828,0.24125,0.15275,
71.20655,0.24118,0.15264,
71.23031,0.24113,0.15252,
71.25406,0.24114,0.1524,
71.27782,0.24117,0.15229,
71.30158,0.24118,0.15217,
71.32533,0.24126,0.15206,
71.34909,0.24148,0.15194,
71.37284,0.24185,0.15182,
71.3966,0.24237,0.15171,
71.42036,0.24305,0.15159,
71.44411,0.2438,0.15148,
71.46787,0.24453,0.15136,
71.49162,0.24519,0.15125,
71.51538,0.24573,0.15113,
71.53913,0.24617,0.15102,
71.56289,0.24651,0.1509,
71.58665,0.24679,0.15079,
71.6104,0.24711,0.15067,
71.63416,0.2475,0.15056,
71.65791,0.24789,0.15045,
71.68167,0.24823,0.15033,
71.70543,0.24845,0.15022,
71.72918,0.2485,0.1501,
71.75294,0.24845,0.14999,
71.77669,0.24833,0.14988,
71.80045,0.24814,0.14976,
71.82421,0.24785,0.14965,
71.84796,0.24738,0.14954,
71.87172,0.2468,0.14942,
71.89547,0.24623,0.14931,
71.91923,0.24579,0.1492,
71.94299,0.24556,0.14909,
71.96674,0.2455,0.14897,
71.9905,0.24556,0.14886,
72.01425,0.24569,0.14875,
72.03801,0.2459,0.14864,
72.06177,0.24607,0.14853,
72.08552,0.24616,0.14841,
72.10928,0.24612,0.1483,
72.13303,0.24589,0.14819,
72.15679,0.24546,0.14808,
72.18055,0.24488,0.14797,
72.2043,0.24424,0.14786,
72.22806,0.24357,0.14775,
72.25181,0.24285,0.14763,
72.27557,0.24221,0.14752,
72.29932,0.24169,0.14741,
72.32308,0.24128,0.1473,
72.34684,0.24094,0.14719,
72.37059,0.24046,0.14708,
72.39435,0.23981,0.14697,
72.4181,0.23906,0.14686,
72.44186,0.23837,0.14675,
72.46562,0.23782,0.14664,
72.48937,0.23735,0.14653,
72.51313,0.23696,0.14642,
72.53688,0.23663,0.14631,
72.56064,0.23633,0.14621,
72.5844,0.23617,0.1461,
72.60815,0.23616,0.14599,
72.63191,0.23619,0.14588,
72.65566,0.23623,0.14577,
72.67942,0.23631,0.14566,
72.70318,0.23648,0.14555,
72.72693,0.23675,0.14545,
72.75069,0.23719,0.14534,
72.77444,0.2378,0.14523,
72.7982,0.23855,0.14512,
72.82196,0.23941,0.14501,
72.84571,0.24037,0.14491,
72.86947,0.24131,0.1448,
72.89322,0.24201,0.14469,
72.91698,0.24252,0.14458,
72.94074,0.24287,0.14448,
72.96449,0.24307,0.14437,
72.98825,0.24315,0.14426,
73.012,0.24302,0.14416,
73.03576,0.24276,0.14405,
73.05951,0.24253,0.14394,
73.08327,0.24244,0.14384,
73.10703,0.24254,0.14373,
73.13078,0.24277,0.14362,
73.15454,0.2431,0.14352,
73.17829,0.24348,0.14341,
73.20205,0.24387,0.14331,
73.22581,0.24429,0.1432,
73.24956,0.24473,0.14309,
73.27332,0.24512,0.14299,
73.29707,0.24545,0.14288,
73.32083,0.24575,0.14278,
73.34459,0.24612,0.14267,
73.36834,0.24653,0.14257,
73.3921,0.24695,0.14246,
73.41585,0.24748,0.14236,
73.43961,0.24806,0.14225,
73.46337,0.2487,0.14215,
73.48712,0.24937,0.14205,
73.51088,0.25002,0.14194,
73.53463,0.25057,0.14184,
73.55839,0.25102,0.14173,
73.58215,0.25144,0.14163,
73.6059,0.25186,0.14153,
73.62966,0.25233,0.14142,
73.65341,0.25289,0.14132,
73.67717,0.25359,0.14121,
73.70093,0.25446,0.14111,
73.72468,0.25542,0.14101,
73.74844,0.25634,0.14091,
73.77219,0.25715,0.1408,
73.79595,0.2578,0.1407,
73.8197,0.25827,0.1406,
73.84346,0.25853,0.14049,
73.86722,0.25863,0.14039,
73.89097,0.2587,0.14029,
73.91473,0.25878,0.14019,
73.93848,0.25893,0.14009,
73.96224,0.2592,0.13998,
73.986,0.25955,0.13988,
74.00975,0.25994,0.13978,
74.03351,0.26033,0.13968,
74.05726,0.26074,0.13958,
74.08102,0.26117,0.13947,
74.10478,0.26167,0.13937,
74.12853,0.26231,0.13927,
74.15229,0.26307,0.13917,
74.17604,0.26391,0.13907,
74.1998,0.26475,0.13897,
74.22356,0.2655,0.13887,
74.24731,0.26622,0.13877,
74.27107,0.26693,0.13867,
74.29482,0.26763,0.13857,
74.31858,0.26838,0.13847,
74.34234,0.26925,0.13837,
74.36609,0.2703,0.13827,
74.38985,0.27158,0.13817,
74.4136,0.27305,0.13807,
74.43736,0.27467,0.13797,
74.46112,0.27642,0.13787,
74.48487,0.27821,0.13777,
74.50863,0.27993,0.13767,
74.53238,0.28146,0.13757,
74.55614,0.2827,0.13747,
74.57989,0.2836,0.13737,
74.60365,0.28423,0.13727,
74.62741,0.28457,0.13717,
74.65116,0.28465,0.13707,
74.67492,0.28455,0.13698,
74.69867,0.28438,0.13688,
74.72243,0.28415,0.13678,
74.74619,0.28385,0.13668,
74.76994,0.2836,0.13658,
74.7937,0.28352,0.13648,
74.81745,0.28373,0.13639,
74.84121,0.28423,0.13629,
74.86497,0.28485,0.13619,
74.88872,0.28552,0.13609,
74.91248,0.28628,0.136,
74.93623,0.28713,0.1359,
74.95999,0.28797,0.1358,
74.98375,0.28863,0.1357,
75.0075,0.28906,0.13561,
75.03126,0.28926,0.13551,
75.05501,0.28925,0.13541,
75.07877,0.28903,0.13532,
75.10253,0.28862,0.13522,
75.12628,0.28806,0.13512,
75.15004,0.28744,0.13503,
75.17379,0.28685,0.13493,
75.19755,0.28632,0.13483,
75.22131,0.28595,0.13474,
75.24506,0.28578,0.13464,
75.26882,0.28578,0.13455,
75.29257,0.2858,0.13445,
75.31633,0.28567,0.13435,
75.34009,0.28547,0.13426,
75.36384,0.28527,0.13416,
75.3876,0.28501,0.13407,
75.41135,0.2846,0.13397,
75.43511,0.28399,0.13388,
75.45886,0.28343,0.13378,
75.48262,0.28308,0.13369,
75.50638,0.28295,0.13359,
75.53013,0.28294,0.1335,
75.55389,0.283,0.1334,
75.57764,0.28324,0.13331,
75.6014,0.2837,0.13321,
75.62516,0.28421,0.13312,
75.64891,0.28471,0.13303,
75.67267,0.28508,0.13293,
75.69642,0.28522,0.13284,
75.72018,0.28513,0.13274,
75.74394,0.28477,0.13265,
75.76769,0.28419,0.13256,
75.79145,0.28347,0.13246,
75.8152,0.28266,0.13237,
75.83896,0.28169,0.13228,
75.86272,0.28075,0.13218,
75.88647,0.27999,0.13209,
75.91023,0.27943,0.132,
75.93398,0.27903,0.1319,
75.95774,0.27868,0.13181,
75.9815,0.2785,0.13172,
76.00525,0.2786,0.13163,
76.02901,0.27894,0.13153,
76.05276,0.27919,0.13144,
76.07652,0.27934,0.13135,
76.10028,0.27958,0.13126,
76.12403,0.27994,0.13116,
76.14779,0.2803,0.13107,
76.17154,0.28061,0.13098,
76.1953,0.28085,0.13089,
76.21905,0.28103,0.1308,
76.24281,0.28116,0.1307,
76.26657,0.28108,0.13061,
76.29032,0.28078,0.13052,
76.31408,0.28027,0.13043,
76.33783,0.27961,0.13034,
76.36159,0.27885,0.13025,
76.38535,0.27812,0.13016,
76.4091,0.27754,0.13007,
76.43286,0.27703,0.12997,
76.45661,0.2766,0.12988,
76.48037,0.27627,0.12979,
76.50413,0.27603,0.1297,
76.52788,0.27584,0.12961,
76.55164,0.27562,0.12952,
76.57539,0.27528,0.12943,
76.59915,0.2748,0.12934,
76.62291,0.27427,0.12925,
76.64666,0.27378,0.12916,
76.67042,0.27324,0.12907,
76.69417,0.27273,0.12898,
76.71793,0.27233,0.12889,
76.74169,0.27205,0.1288,
76.76544,0.27181,0.12871,
76.7892,0.27158,0.12862,
76.81295,0.27137,0.12853,
76.83671,0.27117,0.12844,
76.86047,0.27099,0.12836,
76.88422,0.27075,0.12827,
76.90798,0.27048,0.12818,
76.93173,0.2702,0.12809,
76.95549,0.2699,0.128,
76.97924,0.26957,0.12791,
77.003,0.26923,0.12782,
77.02676,0.26889,0.12773,
77.05051,0.26856,0.12765,
77.07427,0.26825,0.12756,
77.09802,0.26806,0.12747,
77.12178,0.268,0.12738,
77.14554,0.26808,0.12729,
77.16929,0.26826,0.12721,
77.19305,0.26848,0.12712,
77.2168,0.26864,0.12703,
77.24056,0.26869,0.12694,
77.26432,0.26867,0.12685,
77.28807,0.26863,0.12677,
77.31183,0.26871,0.12668,
77.33558,0.269,0.12659,
77.35934,0.26954,0.12651,
77.3831,0.27037,0.12642,
77.40685,0.27146,0.12633,
77.43061,0.2727,0.12624,
77.45436,0.27401,0.12616,
77.47812,0.27527,0.12607,
77.50188,0.27638,0.12598,
77.52563,0.27723,0.1259,
77.54939,0.27763,0.12581,
77.57314,0.27755,0.12573,
77.5969,0.27704,0.12564,
77.62066,0.27618,0.12555,
77.64441,0.27518,0.12547,
77.66817,0.27422,0.12538,
77.69192,0.27334,0.1253,
77.71568,0.27262,0.12521,
77.73943,0.27223,0.12512,
77.76319,0.27222,0.12504,
77.78695,0.27244,0.12495,
77.8107,0.27274,0.12487,
77.83446,0.2731,0.12478,
77.85821,0.27346,0.1247,
77.88197,0.27372,0.12461,
77.90573,0.27379,0.12453,
77.92948,0.27365,0.12444,
77.95324,0.27348,0.12436,
77.97699,0.27327,0.12427,
78.00075,0.273,0.12419,
78.02451,0.27273,0.1241,
78.04826,0.27261,0.12402,
78.07202,0.27268,0.12393,
78.09577,0.27301,0.12385,
78.11953,0.27366,0.12377,
78.14329,0.27453,0.12368,
78.16704,0.27543,0.1236,
78.1908,0.2762,0.12351,
78.21455,0.27668,0.12343,
78.23831,0.27671,0.12335,
78.26207,0.27623,0.12326,
78.28582,0.27532,0.12318,
78.30958,0.27415,0.1231,
78.33333,0.27288,0.12301,
78.35709,0.27149,0.12293,
78.38085,0.27005,0.12285,
78.4046,0.26884,0.12276,
78.42836,0.26793,0.12268,
78.45211,0.26716,0.1226,
78.47587,0.26639,0.12251,
78.49962,0.26577,0.12243,
78.52338,0.26529,0.12235,
78.54714,0.26478,0.12226,
78.57089,0.26417,0.12218,
78.59465,0.26361,0.1221,
78.6184,0.26317,0.12202,
78.64216,0.2628,0.12194,
78.66592,0.26247,0.12185,
78.68967,0.26223,0.12177,
78.71343,0.26207,0.12169,
78.73718,0.26194,0.12161,
78.76094,0.26182,0.12152,
78.7847,0.26176,0.12144,
78.80845,0.26163,0.12136,
78.83221,0.26153,0.12128,
78.85596,0.26161,0.1212,
78.87972,0.26184,0.12112,
78.90348,0.26205,0.12104,
78.92723,0.26239,0.12095,
78.95099,0.26297,0.12087,
78.97474,0.26368,0.12079,
78.9985,0.26434,0.12071,
79.02226,0.26495,0.12063,
79.04601,0.26564,0.12055,
79.06977,0.2664,0.12047,
79.09352,0.26696,0.12039,
79.11728,0.26717,0.12031,
79.14104,0.26732,0.12023,
79.16479,0.26748,0.12015,
79.18855,0.26735,0.12007,
79.2123,0.26703,0.11999,
79.23606,0.26665,0.11991,
79.25981,0.26621,0.11983,
79.28357,0.26567,0.11975,
79.30733,0.26513,0.11967,
79.33108,0.26459,0.11959,
79.35484,0.26418,0.11951,
79.37859,0.26399,0.11943,
79.40235,0.26401,0.11935,
79.42611,0.26412,0.11927,
79.44986,0.26427,0.11919,
79.47362,0.26444,0.11911,
79.49737,0.2646,0.11903,
79.52113,0.26464,0.11895,
79.54489,0.26456,0.11887,
79.56864,0.26449,0.11879,
79.5924,0.26453,0.11871,
79.61615,0.26459,0.11863,
79.63991,0.26453,0.11855,
79.66367,0.26442,0.11848,
79.68742,0.26423,0.1184,
79.71118,0.26381,0.11832,
79.73493,0.26318,0.11824,
79.75869,0.26245,0.11816,
79.78245,0.26161,0.11808,
79.8062,0.26059,0.11801,
79.82996,0.25947,0.11793,
79.85371,0.25825,0.11785,
79.87747,0.25695,0.11777,
79.90123,0.25556,0.11769,
79.92498,0.25417,0.11762,
79.94874,0.25285,0.11754,
79.97249,0.25168,0.11746,
79.99625,0.25074,0.11738,
80.02001,0.25001,0.11731,
80.04376,0.24951,0.11723,
80.06752,0.24921,0.11715,
80.09127,0.24913,0.11707,
80.11503,0.24923,0.117,
80.13878,0.24942,0.11692,
80.16254,0.24973,0.11684,
80.1863,0.25007,0.11677,
80.21005,0.25037,0.11669,
80.23381,0.25057,0.11661,
80.25756,0.25069,0.11653,
80.28132,0.25074,0.11646,
80.30508,0.25076,0.11638,
80.32883,0.25078,0.11631,
80.35259,0.25083,0.11623,
80.37634,0.25088,0.11615,
80.4001,0.25092,0.11608,
80.42386,0.25091,0.116,
80.44761,0.25077,0.11592,
80.47137,0.25046,0.11585,
80.49512,0.25,0.11577,
80.51888,0.24944,0.1157,
80.54264,0.24881,0.11562,
80.56639,0.24811,0.11554,
80.59015,0.24737,0.11547,
80.6139,0.24663,0.11539,
80.63766,0.24592,0.11532,
80.66142,0.24524,0.11524,
80.68517,0.24455,0.11517,
80.70893,0.24395,0.11509,
80.73268,0.24345,0.11502,
80.75644,0.243,0.11494,
80.7802,0.24256,0.11487,
80.80395,0.24225,0.11479,
80.82771,0.2419,0.11472,
80.85146,0.24143,0.11464,
80.87522,0.24094,0.11457,
80.89897,0.24046,0.11449,
80.92273,0.24005,0.11442,
80.94649,0.23978,0.11434,
80.97024,0.2397,0.11427,
80.994,0.23981,0.11419,
81.01775,0.24003,0.11412,
81.04151,0.2403,0.11405,
81.06527,0.24059,0.11397,
81.08902,0.24084,0.1139,
81.11278,0.24097,0.11382,
81.13653,0.2409,0.11375,
81.16029,0.2406,0.11368,
81.18405,0.24,0.1136,
81.2078,0.23902,0.11353,
81.23156,0.23761,0.11346,
81.25531,0.23581,0.11338,
81.27907,0.23385,0.11331,
81.30283,0.23206,0.11324,
81.32658,0.23039,0.11316,
81.35034,0.22892,0.11309,
81.37409,0.22781,0.11302,
81.39785,0.22704,0.11294,
81.42161,0.22633,0.11287,
81.44536,0.22574,0.1128,
81.46912,0.2253,0.11272,
81.49287,0.22483,0.11265,
81.51663,0.22418,0.11258,
81.54039,0.22352,0.11251,
81.56414,0.22285,0.11243,
81.5879,0.22213,0.11236,
81.61165,0.2214,0.11229,
81.63541,0.22078,0.11222,
81.65916,0.22027,0.11214,
81.68292,0.21982,0.11207,
81.70668,0.21941,0.112,
81.73043,0.219,0.11193,
81.75419,0.21865,0.11186,
81.77794,0.21829,0.11178,
81.8017,0.21784,0.11171,
81.82546,0.21745,0.11164,
81.84921,0.21729,0.11157,
81.87297,0.2172,0.1115,
81.89672,0.21722,0.11142,
81.92048,0.21751,0.11135,
81.94424,0.218,0.11128,
81.96799,0.21841,0.11121,
81.99175,0.21876,0.11114,
82.0155,0.21916,0.11107,
82.03926,0.21939,0.111,
82.06302,0.21933,0.11093,
82.08677,0.2192,0.11085,
82.11053,0.21898,0.11078,
82.13428,0.21848,0.11071,
82.15804,0.21772,0.11064,
82.1818,0.21697,0.11057,
82.20555,0.21626,0.1105,
82.22931,0.21551,0.11043,
82.25306,0.21484,0.11036,
82.27682,0.21429,0.11029,
82.30058,0.21392,0.11022,
82.32433,0.21374,0.11015,
82.34809,0.2137,0.11008,
82.37184,0.21379,0.11001,
82.3956,0.21407,0.10994,
82.41935,0.21437,0.10987,
82.44311,0.21451,0.1098,
82.46687,0.21469,0.10973,
82.49062,0.21468,0.10966,
82.51438,0.21441,0.10959,
82.53813,0.21408,0.10952,
82.56189,0.21385,0.10945,
82.58565,0.21352,0.10938,
82.6094,0.21322,0.10931,
82.63316,0.21303,0.10924,
82.65691,0.21283,0.10917,
82.68067,0.21246,0.1091,
82.70443,0.21198,0.10903,
82.72818,0.21148,0.10896,
82.75194,0.21097,0.1089,
82.77569,0.21049,0.10883,
82.79945,0.21011,0.10876,
82.82321,0.20977,0.10869,
82.84696,0.20946,0.10862,
82.87072,0.2092,0.10855,
82.89447,0.20897,0.10848,
82.91823,0.2088,0.10841,
82.94199,0.20879,0.10834,
82.96574,0.20895,0.10828,
82.9895,0.20931,0.10821,
83.01325,0.20998,0.10814,
83.03701,0.21063,0.10807,
83.06077,0.2112,0.108,
83.08452,0.21174,0.10794,
83.10828,0.21192,0.10787,
83.13203,0.21185,0.1078,
83.15579,0.21164,0.10773,
83.17954,0.21127,0.10766,
83.2033,0.21073,0.1076,
83.22706,0.21023,0.10753,
83.25081,0.20982,0.10746,
83.27457,0.20949,0.10739,
83.29832,0.20932,0.10733,
83.32208,0.20944,0.10726,
83.34584,0.20957,0.10719,
83.36959,0.20954,0.10712,
83.39335,0.2093,0.10706,
83.4171,0.20879,0.10699,
83.44086,0.20814,0.10692,
83.46462,0.20738,0.10685,
83.48837,0.20659,0.10679,
83.51213,0.2059,0.10672,
83.53588,0.20538,0.10665,
83.55964,0.20509,0.10659,
83.5834,0.20507,0.10652,
83.60715,0.20529,0.10645,
83.63091,0.20577,0.10639,
83.65466,0.20638,0.10632,
83.67842,0.2071,0.10625,
83.70218,0.20793,0.10619,
83.72593,0.2088,0.10612,
83.74969,0.20974,0.10605,
83.77344,0.2108,0.10599,
83.7972,0.21198,0.10592,
83.82096,0.21317,0.10586,
83.84471,0.21427,0.10579,
83.86847,0.21531,0.10572,
83.89222,0.21617,0.10566,
83.91598,0.21679,0.10559,
83.93973,0.21733,0.10553,
83.96349,0.21767,0.10546,
83.98725,0.2179,0.10539,
84.011,0.21813,0.10533,
84.03476,0.21834,0.10526,
84.05851,0.21858,0.1052,
84.08227,0.21878,0.10513,
84.10603,0.21888,0.10507,
84.12978,0.21885,0.105,
84.15354,0.21871,0.10494,
84.17729,0.2184,0.10487,
84.20105,0.21807,0.10481,
84.22481,0.21772,0.10474,
84.24856,0.21725,0.10468,
84.27232,0.21688,0.10461,
84.29607,0.21657,0.10455,
84.31983,0.21623,0.10448,
84.34359,0.21594,0.10442,
84.36734,0.21581,0.10435,
84.3911,0.21554,0.10429,
84.41485,0.21524,0.10422,
84.43861,0.215,0.10416,
84.46237,0.21462,0.10409,
84.48612,0.21416,0.10403,
84.50988,0.21369,0.10397,
84.53363,0.21316,0.1039,
84.55739,0.21257,0.10384,
84.58115,0.21208,0.10377,
84.6049,0.21172,0.10371,
